R-Card Office iPad3,2/20/2019 11:50,Retail Sale Transaction Amount: $7,Retail Transaction ID: 7271259
R-Card Office iPad3,2/20/2019 11:51,Retail Sale Transaction Amount: $7,Retail Transaction ID: 7271263
R-Card Office iPad3,2/20/2019 11:56,Retail Sale Transaction Amount: $7,Retail Transaction ID: 7271269
R-Card Office iPad3,2/20/2019 12:01,Retail Sale Transaction Amount: $27,Retail Transaction ID: 7271273
R-Card Office iPad3,2/20/2019 12:38,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7271276
R-Card Office iPad1,2/21/2019 11:15,Retail Sale Transaction Amount: $4,Retail Transaction ID: 7271286
R-Card Office iPad1,2/21/2019 12:05,Retail Sale Transaction Amount: $2,Retail Transaction ID: 7271287
R-Card Office iPad1,2/21/2019 12:45,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7271288
R-Card Office iPad2,2/21/2019 12:20,Retail Sale Transaction Amount: $2,Retail Transaction ID: 7271289
R-Card Office iPad2,2/21/2019 12:21,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7271295
R-Card Office iPad2,2/21/2019 12:21,Retail Sale Transaction Amount: $2,Retail Transaction ID: 7271304
R-Card Office iPad2,2/21/2019 12:21,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7271307
R-Card Office iPad2,2/21/2019 12:22,Retail Sale Transaction Amount: $2,Retail Transaction ID: 7271311
R-Card Office iPad2,2/21/2019 12:34,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7271317
R-Card Office iPad2,2/21/2019 12:35,Retail Sale Transaction Amount: $12,Retail Transaction ID: 7271319
R-Card Office iPad2,2/21/2019 12:35,Retail Sale Transaction Amount: $2,Retail Transaction ID: 7271341
R-Card Office iPad2,2/21/2019 12:37,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7271344
R-Card Office iPad2,2/21/2019 12:48,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7271355
R-Card Office iPad2,2/21/2019 12:49,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7271388
R-Card Office iPad2,2/21/2019 12:50,Retail Sale Transaction Amount: $5,Retail Transaction ID: 7271390
